fen,move_uci
r3k2r/pp5p/3p1p1b/3qp3/4N3/4BP2/PP4PP/R3QK1R b kq - 0 19,h6e3
r3k2r/pp5p/3p1p2/3qp3/4N3/4QP2/PP4PP/R4K1R b kq - 0 20,d5c4
r3k2r/pp5p/3p1p2/4p3/2q1N3/5P2/PP2Q1PP/R4K1R b kq - 2 21,c4d5
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3
rnbqkbnr/pp2pppp/2p5/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,b1c3
rnbqkbnr/pp2pppp/2p5/8/3pP3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,f3d4
rnb1kbnr/pp2pppp/2p5/8/3qP3/2N5/PPPP1PPP/R1BQKB1R w KQkq - 0 5,c3e2
rnb1kbnr/pp2pppp/2p5/8/4q3/8/PPPPNPPP/R1BQKB1R w KQkq - 0 6,d2d3
rnb1kbnr/pp2pppp/2p5/3q4/8/3P4/PPP1NPPP/R1BQKB1R w KQkq - 1 7,e2f4
rnb1kbnr/pp2pppp/2p5/4q3/5N2/3P4/PPP2PPP/R1BQKB1R w KQkq - 3 8,f1e2
rnb1kbnr/pp2pppp/2p5/5q2/5N2/3P4/PPP1BPPP/R1BQK2R w KQkq - 5 9,e2g4
rnb1kbnr/pp2pppp/2p2q2/8/5NB1/3P4/PPP2PPP/R1BQK2R w KQkq - 7 10,g4c8
rnB1kbnr/pp3ppp/2p2q2/4p3/5N2/3P4/PPP2PPP/R1BQK2R w KQkq - 0 11,c8b7
rn2kbnr/pB3ppp/2p2q2/8/5p2/3P4/PPP2PPP/R1BQK2R w KQkq - 0 12,b7a8
Bn2k1nr/p4ppp/2p2q2/8/1b3p2/3P4/PPP2PPP/R1BQK2R w KQk - 1 13,c1d2
Bn2k1nr/p4ppp/5q2/2p5/1b3p2/3P4/PPPB1PPP/R2QK2R w KQk - 0 14,d1e2
Bn2k2r/p3nppp/5q2/2p5/1b3p2/3P4/PPPBQPPP/R3K2R w KQk - 2 15,c2c3
Bn3rk1/p3nppp/5q2/2p5/1b3p2/2PP4/PP1BQPPP/R3K2R w KQ - 1 16,e1c1
Bn3rk1/p3nppp/5q2/b1p5/5p2/2PP4/PP1BQPPP/2KR3R w - - 3 17,h1g1
Bn3rk1/p4ppp/5q2/b1p2n2/5p2/2PP4/PP1BQPPP/2KR2R1 w - - 5 18,g2g3
Bn3rk1/p4ppp/5q2/b1p2n2/8/2PP2p1/PP1BQP1P/2KR2R1 w - - 0 19,a8e4
5rk1/p2n1ppp/5q2/b1p2n2/4B3/2PP2p1/PP1BQP1P/2KR2R1 w - - 2 20,e4f5
5rk1/p2n1ppp/8/b1p2q2/8/2PP2p1/PP1BQP1P/2KR2R1 w - - 0 21,g1g3
5rk1/p2n1ppp/8/b1pq4/8/2PP2R1/PP1BQP1P/2KR4 w - - 1 22,d2h6
5r1k/p2n1ppp/7B/b1pq4/8/2PP2R1/PP2QP1P/2KR4 w - - 3 23,h6g7
5rk1/p2n1pBp/8/b1pq4/8/2PP2R1/PP2QP1P/2KR4 w - - 1 24,g7f8
5k2/p2n1p1p/8/b1pq4/8/2PP2R1/PP2QP1P/2KR4 w - - 0 25,e2g4
5k2/p2n1p1p/8/b1p5/6Q1/2PP2R1/qP3P1P/2KR4 w - - 0 26,g4g7
8/p2nkpQp/8/b1p5/8/2PP2R1/qP3P1P/2KR4 w - - 2 27,g3e3
8/p2n1pQp/3k4/b1p5/8/2PPR3/qP3P1P/2KR4 w - - 4 28,g7g3
8/p2n1p1p/2k5/b1p5/8/2PPR1Q1/qP3P1P/2KR4 w - - 6 29,g3f3
8/p1kn1p1p/8/b1p5/8/2PPRQ2/qP3P1P/2KR4 w - - 8 30,c1d2
8/p1kn1p1p/8/b1p5/8/2PPRQ2/1q1K1P1P/3R4 w - - 0 31,d2e1
8/p1kn1p1p/8/2p5/8/2bPRQ2/1q3P1P/3RK3 w - - 0 32,e1f1
8/p1kn1p1p/8/2p5/3b4/3PRQ2/1q3P1P/3R1K2 w - - 2 33,e3e2
8/p1kn1p1p/8/2p5/3b4/2qP1Q2/4RP1P/3R1K2 w - - 4 34,f3f4
3k4/p2n1p1p/8/2p5/3b1Q2/2qP4/4RP1P/3R1K2 w - - 6 35,f4f7
3k4/3n1Q1p/8/p1p5/3b4/2qP4/4RP1P/3R1K2 w - - 0 36,f7e8
4Q3/2kn3p/8/p1p5/3b4/2qP4/4RP1P/3R1K2 w - - 2 37,e2e7
4Q3/2knR2p/8/p1p5/3b4/3P4/1q3P1P/3R1K2 w - - 4 38,e8d7
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,b1c3
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,d2d4
r1bqkbnr/ppp2ppp/2n1p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 4,e4e5
r1bqk1nr/ppp2ppp/2n1p3/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5,c1d2
r1bqk1nr/ppp2ppp/4p3/3pP3/1b1n4/2N5/PPPB1PPP/R2QKBNR w KQkq - 0 6,a2a3
r1bqk1nr/ppp2ppp/4p3/3pP3/3n4/P1b5/1PPB1PPP/R2QKBNR w KQkq - 0 7,d2c3
r1bqk1nr/ppp2ppp/2n1p3/3pP3/8/P1B5/1PP2PPP/R2QKBNR w KQkq - 1 8,f1b5
r1b1k1nr/pppq1ppp/2n1p3/1B1pP3/8/P1B5/1PP2PPP/R2QK1NR w KQkq - 3 9,g1f3
r1b1k1nr/1ppq1ppp/p1n1p3/1B1pP3/8/P1B2N2/1PP2PPP/R2QK2R w KQkq - 0 10,b5d3
r1b1k1nr/1ppq2pp/p1n1pp2/3pP3/8/P1BB1N2/1PP2PPP/R2QK2R w KQkq - 0 11,e1g1
r1b1k1nr/1ppq2pp/p1n1p3/3pp3/8/P1BB1N2/1PP2PPP/R2Q1RK1 w kq - 0 12,c3e5
r1b1k1nr/1ppq2pp/p3p3/3pn3/8/P2B1N2/1PP2PPP/R2Q1RK1 w kq - 0 13,f3e5
r1b1k1nr/1pp3pp/p2qp3/3pN3/8/P2B4/1PP2PPP/R2Q1RK1 w kq - 1 14,f1e1
r1b1k2r/1pp3pp/p2qpn2/3pN3/8/P2B4/1PP2PPP/R2QR1K1 w kq - 3 15,d1h5
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d7d5
rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,e7e6
rnbqkbnr/ppp2ppp/4p3/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 1 3,c7c5
rnbqkbnr/pp3ppp/4p3/2pp4/3P4/2N1BN2/PPP1PPPP/R2QKB1R b KQkq - 1 4,b8c6
r1bqkbnr/pp3ppp/2n1p3/2Pp4/8/2N1BN2/PPP1PPPP/R2QKB1R b KQkq - 0 5,c6e7
r1bqkbnr/pp2nppp/4p3/2PpN3/8/2N1B3/PPP1PPPP/R2QKB1R b KQkq - 2 6,e7f5
r1bqkbnr/pp3ppp/4p3/2PpNn2/5B2/2N5/PPP1PPPP/R2QKB1R b KQkq - 4 7,f8c5
r1bqk1nr/pp3ppp/4p3/2bpNn2/5B2/2N5/PPPQPPPP/R3KB1R b KQkq - 1 8,g8f6
r1bqk2r/pp3ppp/4pn2/2bpNn2/4PB2/2N5/PPPQ1PPP/R3KB1R b KQkq - 0 9,d5e4
r1bqk2r/pp3ppp/4pn2/1Bb1Nn2/4pB2/2N5/PPPQ1PPP/R3K2R b KQkq - 1 10,f6d7
r1bqk2r/pp1n1ppp/4p3/2b1Nn2/4pB2/2N5/PPPQBPPP/R3K2R b KQkq - 3 11,e8g8
r1bq1rk1/pp1n1ppp/4p3/2b1NnB1/4p3/2N5/PPPQBPPP/R3K2R b KQ - 5 12,f7f6
r1bq1rk1/pp1N2pp/4pp2/2b2nB1/4p3/2N5/PPPQBPPP/R3K2R b KQ - 0 13,c8d7
r2q1rk1/pp1b2pp/4pp2/2b2n2/4pB2/2N5/PPPQBPPP/R3K2R b KQ - 1 14,e6e5
r2q1rk1/pp1b2pp/5p2/2b1pn2/2B1pB2/2N5/PPPQ1PPP/R3K2R b KQ - 1 15,g8h8
r2q1r1k/pp1b2pp/5p2/2b1pn2/2B1p3/2N1B3/PPPQ1PPP/R3K2R b KQ - 3 16,c5e3
r2q1r1k/pp1b2pp/5p2/4pn2/2B1p3/2N1P3/PPPQ2PP/R3K2R b KQ - 0 17,d8b6
r4r1k/pp1b2pp/1q3p2/4pn2/2B1p3/2N1P3/PPPQ2PP/R4RK1 b - - 2 18,f5e3
r4r1k/pp1b2pp/1q3p2/4p3/2B1p3/2N1n3/PPPQ1RPP/R5K1 b - - 1 19,e3c4
r4r1k/pp1Q2pp/1q3p2/4p3/2n1p3/2N5/PPP2RPP/R5K1 b - - 0 20,a8d8
3r1r1k/pp2Q1pp/1q3p2/4p3/2n1p3/2N5/PPP2RPP/R5K1 b - - 2 21,b6b2
3r1r1k/pp2Q1pp/5p2/4p3/2n1p3/2N5/PqP2RPP/3R2K1 b - - 1 22,d8d1
5r1k/pp2Q1pp/5p2/4p3/2n1p3/8/PqP2RPP/3N2K1 b - - 0 23,b2d4
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,f1c4
r1bqkbnr/pp1p1ppp/2n1p3/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,b1c3
r1bqkbnr/p2p1ppp/1pn1p3/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5,d2d3
r2qkbnr/pb1p1ppp/1pn1p3/2p5/2B1P3/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 1 6,c1f4
r2qkbnr/pb3ppp/1pnpp3/2p5/2B1PB2/2NP1N2/PPP2PPP/R2QK2R w KQkq - 0 7,e4e5
r2qkbnr/pb3ppp/1pn1p3/2ppP3/2B2B2/2NP1N2/PPP2PPP/R2QK2R w KQkq - 0 8,c4b5
r2qkbnr/pb3ppp/1pn1p3/1Bp1P3/3p1B2/2NP1N2/PPP2PPP/R2QK2R w KQkq - 0 9,c3e4
r2qkb1r/pb3ppp/1pn1p2n/1Bp1P3/3pNB2/3P1N2/PPP2PPP/R2QK2R w KQkq - 2 10,e4d6
r2qk2r/pb3ppp/1pnbp2n/1Bp1P3/3p1B2/3P1N2/PPP2PPP/R2QK2R w KQkq - 0 11,e5d6
r2qk2r/pb3ppp/1pnPp3/1Bp2n2/3p1B2/3P1N2/PPP2PPP/R2QK2R w KQkq - 1 12,f3e5
r2qk2r/pb3ppp/1pnnp3/1Bp1N3/3p1B2/3P4/PPP2PPP/R2QK2R w KQkq - 0 13,e5c6
r2q1rk1/pb3ppp/1pNnp3/1Bp5/3p1B2/3P4/PPP2PPP/R2QK2R w KQ - 1 14,c6d8
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b8c6
r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,d8f6
r1b1kbnr/pppp1ppp/2n2q2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4,f8d6
r1b1k1nr/pppp1ppp/2nb1q2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQ1RK1 b kq - 0 5,c6e7
r1b1k1nr/ppppnppp/3b1q2/1B2p1B1/4P3/3P1N2/PPP2PPP/RN1Q1RK1 b kq - 2 6,f6e6
r1b1k1nr/ppppnppp/3bq3/4p1B1/2B1P3/3P1N2/PPP2PPP/RN1Q1RK1 b kq - 4 7,e6g6
r1b1k1nr/ppppBppp/3b2q1/4p3/2B1P3/3P1N2/PPP2PPP/RN1Q1RK1 b kq - 0 8,d6e7
r1b1k1nr/ppppbppp/6q1/4N3/2B1P3/3P4/PPP2PPP/RN1Q1RK1 b kq - 0 9,g6b6
r1b1k1nr/ppppbppp/1q6/4N3/2B1P3/1P1P4/P1P2PPP/RN1Q1RK1 b kq - 0 10,g8h6
r1b1k2r/ppppbppp/1q5n/4N2Q/2B1P3/1P1P4/P1P2PPP/RN3RK1 b kq - 2 11,e8g8
r1b2rk1/ppppbppp/1q5n/4N2Q/2B1P3/1PNP4/P1P2PPP/R4RK1 b - - 4 12,b6d4
r1b2rk1/ppppbppp/7n/1N2N2Q/2BqP3/1P1P4/P1P2PPP/R4RK1 b - - 6 13,d4b2
r1b2rk1/ppNpbppp/7n/4N2Q/2B1P3/1P1P4/PqP2PPP/R4RK1 b - - 0 14,a8b8
1rb1Nrk1/pp1pbppp/7n/4N2Q/2B1P3/1P1P4/PqP2PPP/R4RK1 b - - 2 15,f8e8
1rb1r1k1/pp1pbNpp/7n/7Q/2B1P3/1P1P4/PqP2PPP/R4RK1 b - - 0 16,h6f7
1rb1r1k1/pp1pbQpp/8/8/2B1P3/1P1P4/PqP2PPP/R4RK1 b - - 0 17,g8h8
1rb1Q2k/pp1pb1pp/8/8/2B1P3/1P1P4/PqP2PPP/R4RK1 b - - 0 18,e7f8
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,b1c3
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,f1d3
rnbqk1nr/ppp2ppp/4p3/2bp4/4P3/2NB4/PPPP1PPP/R1BQK1NR w KQkq - 2 4,g1f3
rnbqk1nr/ppp2ppp/4p3/2b5/4p3/2NB1N2/PPPP1PPP/R1BQK2R w KQkq - 0 5,c3e4
rnbqk1nr/p1p2ppp/1p2p3/2b5/4N3/3B1N2/PPPP1PPP/R1BQK2R w KQkq - 0 6,e4c5
rnbqk1nr/p1p2ppp/4p3/2p5/8/3B1N2/PPPP1PPP/R1BQK2R w KQkq - 0 7,f3e5
rnb1k1nr/p1p2ppp/4pq2/2p1N3/8/3B4/PPPP1PPP/R1BQK2R w KQkq - 2 8,d1e2
rn2k1nr/p1p2ppp/b3pq2/2p1N3/8/3B4/PPPPQPPP/R1B1K2R w KQkq - 4 9,d3a6
r3k1nr/p1p2ppp/n3pq2/2p1N3/8/8/PPPPQPPP/R1B1K2R w KQkq - 0 10,d2d3
r3k1nr/p1p2ppp/4pq2/2p1N3/1n6/3P4/PPP1QPPP/R1B1K2R w KQkq - 1 11,e1g1
r3k1nr/p1p2ppp/4pq2/2p1N3/8/3P4/PPn1QPPP/R1B2RK1 w kq - 0 12,e2c2
r3k1nr/p1p2ppp/4p3/2p1q3/8/3P4/PPQ2PPP/R1B2RK1 w kq - 0 13,c1e3
r3k2r/p1p1nppp/4p3/2p1q3/8/3PB3/PPQ2PPP/R4RK1 w kq - 2 14,e3c5
1r2k2r/p1p1nppp/4p3/2B1q3/8/3P4/PPQ2PPP/R4RK1 w k - 1 15,c5e7
1r5r/p1p1kppp/4p3/4q3/8/3P4/PPQ2PPP/R4RK1 w - - 0 16,f1e1
1r5r/p1p1kppp/4p3/3q4/8/3P4/PPQ2PPP/R3R1K1 w - - 2 17,c2c7
1r5r/p1Qqkppp/4p3/8/8/3P4/PP3PPP/R3R1K1 w - - 1 18,c7c5
1r1k3r/p2q1ppp/4p3/2Q5/8/3P4/PP3PPP/R3R1K1 w - - 3 19,c5g5
1r1k3r/p2q2pp/4pp2/6Q1/8/3P4/PP3PPP/R3R1K1 w - - 0 20,g5a5
3k3r/p2q2pp/1r2pp2/Q7/8/3P4/PP3PPP/R3R1K1 w - - 2 21,d3d4
7r/p2qk1pp/1r2pp2/Q7/3P4/8/PP3PPP/R3R1K1 w - - 1 22,d4d5
7r/p3k1pp/1r2pp2/Q2q4/8/8/PP3PPP/R3R1K1 w - - 0 23,a5d5
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d7d5
rnbqkbnr/ppp1pppp/8/3p4/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,e7e6
rnbqkbnr/ppp2ppp/4p3/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 1 3,c7c6
rnbqkbnr/pp3ppp/2p1p3/3p4/3P4/2P1PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,g8f6
rnbqkb1r/pp3ppp/2p1pn2/3p4/3P4/2P1PN2/PP1Q1PPP/RNB1KB1R b KQkq - 2 5,f6e4
rnbqkb1r/pp3ppp/2p1p3/3p4/3Pn3/2PQPN2/PP3PPP/RNB1KB1R b KQkq - 4 6,c6c5
rnbqkb1r/pp3ppp/4p3/2Pp4/4n3/2PQPN2/PP3PPP/RNB1KB1R b KQkq - 0 7,f8c5
rnbqk2r/pp3ppp/4p3/1Qbp4/4n3/2P1PN2/PP3PPP/RNB1KB1R b KQkq - 1 8,c8d7
rn1qk2r/pQ1b1ppp/4p3/2bp4/4n3/2P1PN2/PP3PPP/RNB1KB1R b KQkq - 0 9,b8c6
r2qk2r/pQ1b1ppp/2n1p3/1Bbp4/4n3/2P1PN2/PP3PPP/RNB1K2R b KQkq - 2 10,a8b8
1r1qk2r/p2b1ppp/Q1n1p3/1Bbp4/4n3/2P1PN2/PP3PPP/RNB1K2R b KQk - 4 11,e8g8
1r1q1rk1/p2b1ppp/Q1B1p3/2bp4/4n3/2P1PN2/PP3PPP/RNB1K2R b KQ - 0 12,d7c6
1r1q1rk1/p4ppp/Q1b1p3/2bpN3/4n3/2P1P3/PP3PPP/RNB1K2R b KQ - 1 13,d8f6
1r3rk1/p4ppp/Q1N1pq2/2bp4/4n3/2P1P3/PP3PPP/RNB1K2R b KQ - 0 14,f6f2
1r3rk1/p4ppp/Q1N1p3/2bp4/4n3/2P1P3/PP3qPP/RNBK3R b - - 1 15,f2g2
1r3rk1/p4ppp/Q1N1p3/2bp4/4n3/2P1P3/PP4qP/RNBKR3 b - - 1 16,e4f2
1r3rk1/p4ppp/Q1N1p3/2bp4/8/2P1P3/PP1K1nqP/RNB1R3 b - - 3 17,f2e4
1r3rk1/p4ppp/Q1N1p3/2bp4/4n3/2PKP3/PP4qP/RNB1R3 b - - 5 18,e4f2
1r3rk1/p4ppp/Q1N1p3/2bp4/8/2P1P3/PP1K1nqP/RNB1R3 b - - 7 19,f2g4
1r3rk1/p4ppp/Q1N1p3/2bp4/6n1/2P1P3/PP1KR1qP/RNB5 b - - 9 20,c5e3
1r3rk1/p4ppp/Q1N1p3/3p4/6n1/2P1b3/PP2R1qP/RNBK4 b - - 1 21,g2f1
1r3rk1/p4ppp/Q1N1p3/3p4/6n1/2P1b3/PP5P/RNBKRq2 b - - 3 22,g4f2
1r3rk1/p4ppp/Q1N1p3/3p4/8/2P1b3/PPK2n1P/RNB1Rq2 b - - 5 23,f1e1
1N3rk1/p4ppp/Q3p3/3p4/8/2P1b3/PPK2n1P/RNB1q3 b - - 0 24,e1d1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,g1f3
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,d2d3
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,c1e3
r1bqkb1r/ppp2ppp/2n2n2/3pp3/4P3/3PBN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,c2c4
r1bqkb1r/ppp2ppp/2n2n2/4p3/2PpP3/3PBN2/PP3PPP/RN1QKB1R w KQkq - 0 6,e3d2
r2qkb1r/ppp2ppp/2n2n2/4p3/2PpP1b1/3P1N2/PP1B1PPP/RN1QKB1R w KQkq - 2 7,f1e2
r2qk2r/ppp2ppp/2n2n2/4p3/1bPpP1b1/3P1N2/PP1BBPPP/RN1QK2R w KQkq - 4 8,a2a3
r2qk2r/ppp2ppp/2nb1n2/4p3/2PpP1b1/P2P1N2/1P1BBPPP/RN1QK2R w KQkq - 1 9,h2h3
r2qk2r/ppp2ppp/2nb1n2/4p2b/2PpP3/P2P1N1P/1P1BBPP1/RN1QK2R w KQkq - 1 10,d1b3
r2qk2r/p1p2ppp/1pnb1n2/4p2b/2PpP3/PQ1P1N1P/1P1BBPP1/RN2K2R w KQkq - 0 11,b3b5
r3k2r/p1pq1ppp/1pnb1n2/1Q2p2b/2PpP3/P2P1N1P/1P1BBPP1/RN2K2R w KQkq - 2 12,g2g4
r3k2r/p1pq1ppp/1pnb1nb1/1Q2p3/2PpP1P1/P2P1N1P/1P1BBP2/RN2K2R w KQkq - 1 13,g4g5
r3k2r/p1pq1ppp/1pnb2b1/1Q2p1Pn/2PpP3/P2P1N1P/1P1BBP2/RN2K2R w KQkq - 1 14,f3e5
r3k2r/p1pq1ppp/1pn3b1/1Q2b1Pn/2PpP3/P2P3P/1P1BBP2/RN2K2R w KQkq - 0 15,e2g4
r3k2r/p1p2ppp/1pnq2b1/1Q2b1Pn/2PpP1B1/P2P3P/1P1B1P2/RN2K2R w KQkq - 2 16,d2b4
r3k2r/2p2ppp/ppnq2b1/1Q2b1Pn/1BPpP1B1/P2P3P/1P3P2/RN2K2R w KQkq - 0 17,b4d6
r3k2r/2p2ppp/1pnB2b1/1p2b1Pn/2PpP1B1/P2P3P/1P3P2/RN2K2R w KQkq - 0 18,d6e5
r3k2r/2p2ppp/1p4b1/1p2n1Pn/2PpP1B1/P2P3P/1P3P2/RN2K2R w KQkq - 0 19,c4b5
r3k2r/2p2ppp/1p4b1/1P4Pn/3pP1B1/P2n3P/1P3P2/RN2K2R w KQkq - 0 20,e1f1
r3k2r/2p2ppp/1p4b1/1P4Pn/3pP1B1/P6P/1n3P2/RN3K1R w kq - 0 21,a1a2
r3k2r/2p2ppp/1p4b1/1P4Pn/2npP1B1/P6P/R4P2/1N3K1R w kq - 2 22,a2c2
r3k2r/2p2ppp/1p6/1P4Pn/2npb1B1/P6P/2R2P2/1N3K1R w kq - 0 23,c2e2
r4rk1/2p2ppp/1p6/1P4Pn/2npb1B1/P6P/4RP2/1N3K1R w - - 2 24,e2e4
r4rk1/2p2ppp/1p6/1P4Pn/3pR1B1/n6P/5P2/1N3K1R w - - 0 25,b1a3
r4rk1/2p2ppp/1p6/1P4P1/3pR1B1/N5nP/5P2/5K1R w - - 1 26,f2g3
5rk1/2p2ppp/1p6/1P4P1/3pR1B1/r5PP/8/5K1R w - - 0 27,e4d4
5rk1/2p2ppp/1p6/1P4P1/3R2B1/6rP/8/5K1R w - - 0 28,d4d7
5rk1/2pR1ppp/1p6/1P4P1/6B1/1r5P/8/5K1R w - - 2 29,g4e2
2r3k1/2pR1ppp/1p6/1P4P1/8/1r5P/4B3/5K1R w - - 4 30,f1g2
2r3k1/3R1ppp/1pp5/1P4P1/8/1r5P/4B1K1/7R w - - 0 31,b5c6
2r3k1/3R1pp1/1pP4p/6P1/8/1r5P/4B1K1/7R w - - 0 32,g5g6
2r3k1/3R2p1/1pP3pp/8/8/1r5P/4B1K1/7R w - - 0 33,e2c4
2r4k/3R2p1/1pP3pp/8/2B5/1r5P/6K1/7R w - - 2 34,c4b3
7k/3R2p1/1pr3pp/8/8/1B5P/6K1/7R w - - 0 35,d7d8
3R4/6pk/1pr3pp/8/8/1B5P/6K1/7R w - - 2 36,h1g1
3R4/6pk/1pr3p1/7p/8/1B5P/6K1/6R1 w - - 0 37,g2h2
3R4/6p1/1pr3pk/7p/8/1B5P/7K/6R1 w - - 2 38,b3c2
3R4/6p1/1p4pk/7p/8/7P/2r4K/6R1 w - - 0 39,h2h1
3R4/6p1/6pk/1p5p/8/7P/2r5/6RK w - - 0 40,d8h8
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d7d5
rnbqkbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 2,e7e6
rnbqkbnr/ppp2ppp/4p3/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 1 3,c7c5
rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,g8f6
rnbqkb1r/pp3ppp/4pn2/2ppP3/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 5,f6e4
rnbqkb1r/pp3ppp/4p3/1NppP3/3Pn3/5N2/PPP2PPP/R1BQKB1R b KQkq - 2 6,d8a5
rnb1kb1r/pp3ppp/4p3/qNppP3/3Pn3/5N2/PPPB1PPP/R2QKB1R b KQkq - 4 7,a5b6
rnb1kb1r/pp3ppp/1q2p3/1NppP3/P2Pn3/5N2/1PPB1PPP/R2QKB1R b KQkq - 0 8,a7a6
rnb1kb1r/1p3ppp/pq2p3/PNppP3/3Pn3/5N2/1PPB1PPP/R2QKB1R b KQkq - 0 9,b6d8
rnbqkb1r/1p3ppp/p3p3/P1ppP3/3Pn3/2N2N2/1PPB1PPP/R2QKB1R b KQkq - 2 10,e4d2
rnbqkb1r/1p3ppp/p3p3/P1ppP3/3P4/2N2N2/1PPQ1PPP/R3KB1R b KQkq - 0 11,c5c4
rnbqkb1r/1p3ppp/p3p3/P2pP3/2pP4/2N2N2/1PPQBPPP/R3K2R b KQkq - 1 12,f8b4
rnbqk2r/1p3ppp/p3p3/P2pP3/1bpP4/2N2N2/1PPQBPPP/R4RK1 b kq - 3 13,b4a5
rnbqk2r/1p3ppp/p3p3/b2pP1N1/2pP4/2N5/1PPQBPPP/R4RK1 b kq - 1 14,f7f6
rnbqk2r/1p4pp/p3pP2/b2p2N1/2pP4/2N5/1PPQBPPP/R4RK1 b kq - 0 15,g7g6
rnbqk2r/1p3P1p/p3p1p1/b2p2N1/2pP4/2N5/1PPQBPPP/R4RK1 b kq - 0 16,e8d7
rnbq3r/1p1k1P1p/p3p1p1/b2p2N1/2pP1Q2/2N5/1PP1BPPP/R4RK1 b - - 2 17,a5c7
rnbq3r/1pbk1P1p/p3p1p1/3p2N1/2pP2Q1/2N5/1PP1BPPP/R4RK1 b - - 4 18,h8f8
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,b1c3
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,f1c4
